pass,boundary,port_ex,left_stations,right_stations,load_left,load_right,n_nodes,status,solcount,obj,bound,gap,runtime,nodes,changed
1,1,583,43,61,41997,42000,212,9,10,727.497320,716.582425,0.015003,360.008,31912,0
1,2,581,61,72,42000,41997,270,9,10,908.963178,893.674922,0.016819,360.010,17245,0
1,3,591,72,78,41997,42000,304,9,10,1071.439702,1006.162656,0.060925,360.005,1,1
1,4,581,94,70,42497,41993,332,9,10,1182.017291,1075.499122,0.090116,360.009,1,0
1,5,583,70,41,41993,41991,226,9,10,1397.388693,1357.382704,0.028629,360.025,1203,1
1,6,591,42,87,44955,41965,262,9,10,2044.480927,1376.246980,0.326848,360.017,6,0
1,7,593,87,31,41965,41996,240,9,10,1089.018159,1023.313086,0.060334,360.013,1113,0
1,8,584,31,33,41996,41970,132,9,10,793.959706,737.025180,0.071710,360.003,3061,1
1,9,593,25,29,39786,41999,112,2,8,667.068610,667.067397,0.000002,4.715,1,0
1,10,591,29,16,41999,41921,94,9,10,1139.444490,1114.563823,0.021836,360.005,115448,0
1,11,588,17,17,42007,41381,72,2,10,1035.063261,1035.063261,0.000000,73.752,31569,0
1,12,584,17,2,41381,24855,42,2,10,542.993533,542.993533,0.000000,1.356,316,1
2,1,583,42,62,41945,42052,212,9,10,727.269837,716.519174,0.014782,360.006,34412,0
2,2,581,62,56,42052,41500,240,9,10,800.494671,793.516045,0.008718,360.007,68736,0
2,3,591,56,94,41500,42497,304,9,10,1082.128720,1003.756402,0.072424,360.009,1,0
2,4,581,95,67,44283,37157,328,9,10,1135.673583,1110.271865,0.022367,360.010,1128,0
2,5,583,67,42,37157,44955,222,9,10,1364.864941,1326.034547,0.028450,360.010,3914,0
2,7,593,87,39,41965,44180,256,9,10,1190.402278,1144.570637,0.038501,360.011,1237,1
2,8,584,38,25,44034,39786,130,9,10,610.177103,521.777330,0.144876,360.004,4811,0
2,9,593,25,27,39786,40712,108,2,10,658.703966,658.703966,0.000000,4.204,1,1
2,10,591,23,18,35902,42929,86,9,10,1089.990598,1065.638785,0.022341,360.002,161493,0
2,11,588,18,16,42929,29813,72,2,10,979.038891,979.038891,0.000000,5.333,611,1
2,12,584,21,3,34286,36423,52,2,10,555.098165,555.098165,0.000000,1.321,1,0
3,2,581,62,56,42052,41500,240,9,10,800.673037,792.448257,0.010272,360.006,46540,0
3,3,591,56,95,41500,44283,306,9,10,1081.226250,1011.805431,0.064206,360.007,1,0
3,4,581,96,67,44382,37157,330,9,10,1144.213522,1117.422917,0.023414,360.014,1424,0
3,6,591,42,87,44955,42012,262,9,10,1665.395555,1335.326959,0.198192,360.025,947,0
3,7,593,88,38,43753,44121,256,9,10,1162.810530,1131.391896,0.027020,360.006,1182,0
3,8,584,38,29,44121,44596,138,9,10,581.533424,532.748775,0.083890,360.004,2400,1
3,9,593,28,23,44211,35902,106,2,9,640.503313,640.503313,0.000000,3.816,1,0
3,10,591,23,12,35902,36715,74,2,10,959.774859,959.774859,0.000000,62.895,21409,1
3,11,588,25,22,33766,34564,98,2,10,967.130301,967.130301,0.000000,19.841,5363,0
3,12,584,22,3,34564,36423,54,2,9,557.285634,557.285634,0.000000,0.709,1,0
4,1,583,41,62,40022,42052,210,2,10,716.944503,716.944503,0.000000,155.203,19809,1
4,2,581,53,56,37873,41500,222,9,10,759.710876,756.716266,0.003942,360.004,91835,0
4,3,591,56,96,41500,44382,308,9,10,1088.232843,1022.469354,0.060431,360.017,1,0
4,4,581,97,66,44769,36770,330,9,10,1154.079391,1115.645226,0.033303,360.009,1515,0
4,5,583,66,42,36770,44955,220,9,10,1340.114120,1316.075708,0.017938,360.009,1581,0
4,6,591,42,88,44955,43753,264,9,10,1591.680764,1334.048597,0.161862,360.020,1411,0
4,7,593,89,39,43855,44506,260,9,10,1174.071254,1123.194843,0.043333,360.010,1151,0
4,8,584,39,28,44506,44211,138,9,10,629.764509,534.269649,0.151636,360.011,5509,0
4,9,593,28,10,44211,38851,80,2,8,587.053594,586.998497,0.000094,1.161,1,0
4,10,591,10,25,38851,33766,74,2,10,959.774815,959.774828,0.000000,106.720,45720,0
4,11,588,25,23,33766,36487,100,2,10,968.583515,968.583515,0.000000,14.714,1145,0
4,12,584,23,3,36487,36423,56,2,10,558.738848,558.738848,0.000000,1.151,1,0
5,1,583,50,53,44201,37873,210,2,10,716.944504,716.944504,0.000000,214.322,36861,0
5,2,581,53,56,37873,41500,222,2,10,759.710876,759.710876,0.000000,260.938,77912,0
5,3,591,56,96,41500,44667,308,9,10,1102.425348,1017.190055,0.077316,360.006,1,0
5,4,581,96,66,44667,36770,328,9,10,1148.304350,1124.976813,0.020315,360.011,1276,0
5,5,583,66,42,36770,44955,220,9,10,1340.114105,1323.681487,0.012262,360.005,28881,0
5,6,591,42,89,44955,43855,266,9,10,1672.977884,1329.840809,0.205106,360.013,1625,0
