pass,boundary,port_ex,left_stations,right_stations,load_left,load_right,n_nodes,status,solcount,obj,bound,gap,runtime,nodes,changed
1,1,581,87,58,43418,43833,294,9,10,1388.949122,1134.177373,0.183428,120.019,1,0
1,2,591,58,111,43833,43366,342,9,6,1413.505141,1087.155756,0.230880,120.012,1,0
1,3,591,111,43,43366,42365,312,9,10,1501.691803,1059.940278,0.294169,120.012,1,0
1,4,593,43,18,42365,42413,126,9,10,608.961764,545.209039,0.104691,120.005,1695,1
1,5,593,16,33,40993,43160,102,9,10,468.595586,417.910817,0.108163,120.003,2062,0
1,6,584,33,8,43160,43286,86,9,10,490.095090,431.540643,0.119476,120.003,4758,1
1,7,584,9,37,44111,37457,96,9,10,457.513120,405.953523,0.112695,120.005,3119,1
1,8,584,33,20,37335,43796,110,9,10,460.064032,423.861178,0.078691,120.005,1408,0
1,9,588,20,37,43796,40980,118,2,10,526.416089,526.416089,0.000000,96.972,2635,0
1,10,588,37,41,40980,43652,160,9,10,560.270574,513.400872,0.083655,120.003,1,1
1,11,583,31,59,42607,43785,184,9,10,537.893006,513.067884,0.046153,120.005,1188,0
1,12,583,59,28,43785,16554,178,9,10,602.410161,568.770949,0.055841,120.006,1,1
2,1,581,87,58,43418,43833,294,9,10,1376.824470,1135.040009,0.175610,120.024,1,0
2,3,591,111,45,43366,43785,316,9,10,1394.484709,1048.547460,0.248075,120.047,1,0
2,4,593,45,16,43785,40993,126,9,10,606.885986,551.494160,0.091272,120.004,1405,0
2,5,593,17,31,43007,40321,100,9,10,463.924911,421.665977,0.091090,120.002,1810,1
2,6,584,29,13,39898,44233,88,9,10,440.108890,379.988792,0.136603,120.003,8461,1
2,7,584,11,33,44586,37335,92,9,10,445.675458,395.828655,0.111846,120.007,3082,0
2,9,588,20,47,43796,42025,138,2,10,542.374717,542.374717,0.000000,66.561,7455,0
2,10,588,47,31,42025,42607,160,9,10,574.175380,507.574315,0.115994,120.008,20,0
2,11,583,31,31,42607,16172,128,9,10,443.230925,436.462110,0.015272,120.002,3955,0
2,12,583,31,55,16172,43688,176,9,10,599.970529,558.378580,0.069323,120.003,1,1
3,1,581,87,58,43418,43833,294,9,10,1380.249727,1135.754663,0.177138,120.009,1,0
3,3,591,111,45,43366,43785,316,9,10,1447.993884,1041.756149,0.280552,120.007,1,0
3,4,593,45,19,43785,43430,132,9,10,604.839593,548.088984,0.093828,120.004,1512,0
3,5,593,19,31,43430,39545,104,9,10,452.633490,405.986623,0.103057,120.003,5248,0
3,6,584,31,11,39545,44586,88,9,10,440.108886,374.647448,0.148739,120.002,5672,0
3,9,588,20,48,43796,42504,140,2,10,546.112467,546.112467,0.000000,76.156,8401,1
3,10,588,51,31,44804,42607,168,9,10,565.523623,514.994126,0.089350,120.006,1,0
3,11,583,31,54,42607,41759,174,9,10,530.885206,525.075858,0.010943,120.005,10680,0
3,12,583,54,31,41759,17925,174,9,10,588.845427,544.914709,0.074605,120.012,39,0
4,8,584,33,17,37335,41496,104,9,10,449.239384,416.921391,0.071939,120.002,4305,1
4,9,588,22,52,43554,44980,152,2,10,544.542183,544.542183,0.000000,80.476,12790,0
4,10,588,52,31,44980,42607,170,9,10,559.344285,521.882590,0.066974,120.006,1,1
4,11,583,32,54,43672,41759,176,9,10,531.284290,529.812720,0.002770,120.004,33270,1
4,12,583,53,31,41629,17925,172,9,10,589.910527,553.615686,0.061526,120.005,71,1
5,1,581,87,58,43418,43833,294,9,10,1363.788514,1145.633492,0.159963,120.009,1,0
5,7,584,11,28,44586,35277,82,9,5,407.869592,372.033229,0.087862,120.002,13932,1
5,8,584,11,22,44873,43554,70,2,1,414.030320,414.030320,0.000000,0.696,1,0
5,9,588,22,51,43554,43915,150,2,9,535.896120,535.896120,0.000000,82.250,9831,0
5,10,588,51,33,43915,43802,172,9,10,563.034519,516.837084,0.082051,120.330,1,0
5,11,583,33,54,43802,43558,178,2,10,537.518815,537.518815,0.000000,76.415,20899,0
5,12,583,54,30,43558,15996,172,9,10,589.910458,551.145777,0.065713,120.006,51,0
6,6,584,31,28,39545,34990,122,2,10,472.363865,472.363865,0.000000,110.791,15326,0
6,7,584,28,11,34990,44873,82,9,4,410.818527,373.524054,0.090781,120.005,13928,0
