attempts,changed,total,best,stall,seg1_distance,seg1_stations,seg1_amount,seg2_distance,seg2_stations,seg2_amount,seg3_distance,seg3_stations,seg3_amount,seg4_distance,seg4_stations,seg4_amount,seg5_distance,seg5_stations,seg5_amount,seg6_distance,seg6_stations,seg6_amount,seg7_distance,seg7_stations,seg7_amount,seg8_distance,seg8_stations,seg8_amount,seg9_distance,seg9_stations,seg9_amount,seg10_distance,seg10_stations,seg10_amount,seg11_distance,seg11_stations,seg11_amount,seg12_distance,seg12_stations,seg12_amount,seg13_distance,seg13_stations,seg13_amount
0,0,4762.718,4762.718,0,307.860,40,41219,292.880,35,44151,372.342,66,43980,398.135,64,44598,576.292,83,38996,521.850,68,44894,818.017,102,44850,347.013,25,43468,164.943,21,34211,249.222,27,38620,236.970,6,39530,286.674,19,44514,190.521,24,25034
1,1,4719.603,4719.603,0,307.860,40,41219,292.880,35,44151,372.342,66,43980,375.513,65,39979,583.357,82,43615,521.850,68,44894,818.017,102,44850,168.809,20,33494,342.648,26,44185,232.262,24,33832,227.252,10,44373,263.819,20,44779,212.995,22,24714
2,1,4658.662,4658.662,0,285.031,37,40844,274.653,38,44526,372.342,66,43980,375.513,65,39979,583.357,82,43615,521.850,68,44894,818.017,102,44850,168.809,20,33494,342.648,26,44185,232.262,24,33832,200.247,10,44696,209.840,23,25506,274.093,19,43664
3,1,4634.104,4634.104,0,311.864,40,44312,247.222,35,41058,372.342,66,43980,375.513,65,39979,583.357,82,43615,521.850,68,44894,818.017,102,44850,168.809,20,33494,342.648,26,44185,232.262,24,33832,187.809,21,25210,194.338,11,43999,278.074,20,44657
4,1,4627.040,4627.040,0,311.864,40,44312,247.222,35,41058,372.342,66,43980,375.513,65,39979,583.357,82,43615,521.850,68,44894,818.017,102,44850,168.809,20,33494,342.648,26,44185,232.262,24,33832,189.573,22,25729,189.468,11,44586,274.117,19,43551
5,1,4625.186,4625.186,0,311.864,40,44312,247.222,35,41058,372.342,66,43980,375.513,65,39979,583.357,82,43615,521.850,68,44894,818.017,102,44850,168.809,20,33494,342.648,26,44185,232.262,24,33832,186.707,23,26835,190.479,10,43480,274.117,19,43551
6,0,4625.186,4625.186,1,311.864,40,44312,247.222,35,41058,372.342,66,43980,375.513,65,39979,583.357,82,43615,521.850,68,44894,818.017,102,44850,168.809,20,33494,342.648,26,44185,232.262,24,33832,186.707,23,26835,190.479,10,43480,274.117,19,43551
