pass,boundary,port_ex,left_stations,right_stations,load_left,load_right,n_nodes,status,solcount,obj,bound,gap,runtime,nodes,changed
1,1,583,35,63,43347,43548,200,9,10,780.656167,723.445875,0.073285,120.006,882,0
1,2,581,63,88,43548,43825,306,9,10,1302.109087,1121.578975,0.138644,120.019,1,0
1,3,591,88,32,43825,38138,244,9,10,1127.138978,1055.755417,0.063332,120.009,1,0
1,4,593,33,47,38728,42335,164,9,10,706.514107,673.784183,0.046326,120.006,310,1
1,5,591,48,84,39266,43299,268,9,10,1000.046253,948.537164,0.051507,120.011,1,0
1,6,581,84,79,43299,43889,330,9,10,1244.796410,1027.081906,0.174900,120.019,1,0
1,7,583,80,48,44535,43418,260,9,10,999.146917,888.706670,0.110535,120.008,1,1
1,8,588,48,4,43190,41179,108,9,10,682.165710,614.682003,0.098926,120.007,1149,1
1,9,584,11,23,40448,43412,72,9,10,480.563046,464.203856,0.034042,120.002,44161,0
1,10,593,23,23,43412,43774,96,2,10,402.437950,402.437950,0.000000,14.240,1521,1
1,11,593,20,42,43883,43750,128,9,10,523.676406,497.955383,0.049116,120.004,1569,1
1,12,588,44,10,44945,13213,112,2,10,524.743116,524.743116,0.000000,68.510,3132,0
2,1,583,36,62,43695,42902,200,9,10,778.855736,716.304233,0.080312,120.010,466,0
2,2,581,62,88,42902,43825,304,9,10,1347.621746,1122.522539,0.167034,120.013,1,0
2,3,591,88,32,43825,41797,244,9,10,1083.208520,1019.759033,0.058576,120.004,356,1
2,4,593,29,48,40999,39266,158,9,10,695.066814,664.461799,0.044032,120.005,1321,1
2,5,591,43,84,37050,43299,258,9,10,990.486940,964.042699,0.026698,120.007,1158,0
2,6,581,84,80,43299,44763,332,9,10,1158.960023,996.880850,0.139849,120.006,1,0
2,7,583,80,41,44763,43921,246,9,10,1012.471325,837.787567,0.172532,120.793,1,0
2,8,588,41,11,43921,40448,108,9,10,684.287524,610.973653,0.107139,120.003,1624,0
2,9,584,11,26,40448,43303,78,2,10,482.892490,482.892490,0.000000,83.362,18710,0
2,10,593,26,18,43303,42688,92,2,10,392.491901,392.491901,0.000000,13.144,3880,0
2,11,593,18,44,42688,44945,128,9,10,522.780626,502.238351,0.039294,120.003,7281,0
3,2,581,62,91,42902,44623,310,9,10,1366.791344,1118.282361,0.181819,120.026,1,0
3,3,591,91,34,44623,43215,254,9,10,1134.452306,1037.811270,0.085187,120.004,1,1
3,4,593,35,43,43109,37050,160,9,10,634.087743,616.198109,0.028213,120.004,1315,1
3,5,591,44,84,36761,43299,260,2,10,983.599146,983.599146,0.000000,116.552,6809,0
4,2,581,62,90,42902,44729,308,9,10,1341.958226,1114.955385,0.169158,120.024,1,0
4,3,591,90,34,44729,43398,252,9,10,1110.275637,1022.599898,0.078968,120.008,1,0
4,4,593,34,44,43398,36761,160,9,10,645.870950,612.804846,0.051196,120.016,1095,0
