pass,boundary,port_ex,left_stations,right_stations,load_left,load_right,n_nodes,status,solcount,obj,bound,gap,runtime,nodes,changed
1,1,588,40,35,41219,44151,154,9,10,559.086046,541.903538,0.030733,420.005,27025,0
1,2,583,36,65,44351,43780,206,9,10,638.301332,568.045171,0.110067,420.009,424,0
1,3,583,65,64,43780,44598,262,9,10,740.242127,707.186227,0.044656,420.006,1,1
1,4,581,76,83,43556,38996,322,9,4,1362.465943,909.987920,0.332102,420.009,1,0
1,5,581,83,68,38996,44894,306,9,10,1083.022892,970.542619,0.103858,420.010,1,0
1,6,591,68,102,44894,44850,344,9,10,1564.301711,1237.504465,0.208909,420.023,1,0
1,7,593,102,25,44850,43468,258,9,10,1179.887216,1044.223661,0.114980,420.024,23,0
1,8,593,25,21,43468,34211,96,9,10,511.457269,433.946014,0.151550,420.005,47488,1
1,9,593,26,27,44185,38620,110,2,10,591.869871,591.869871,0.000000,33.830,3176,0
1,10,584,27,6,38620,39530,70,9,10,472.217421,460.961372,0.023837,420.003,193779,1
1,11,584,9,19,44318,44514,60,2,4,515.309188,515.309188,0.000000,2.465,2727,1
1,12,584,18,24,44459,25034,88,9,10,476.813260,404.932414,0.150753,420.003,73583,1
2,1,588,40,36,41219,44351,156,9,10,557.671636,533.460293,0.043415,420.008,10855,0
2,2,583,36,53,44351,44822,182,9,10,559.217540,529.130627,0.053802,420.007,1068,0
2,3,583,53,75,44822,43392,260,9,10,726.353870,692.259445,0.046939,420.008,1,1
2,4,581,47,83,43988,39055,264,9,10,857.180266,791.217273,0.076953,420.021,114,1
2,5,581,71,69,38653,44999,284,9,10,947.998137,895.081026,0.055820,420.016,86,0
2,6,591,69,102,44999,44850,346,9,10,1705.848668,1227.228097,0.280576,420.014,1,0
2,7,593,103,20,44996,33494,250,9,10,989.551229,867.050514,0.123794,420.009,1,0
2,8,593,20,25,33494,44039,94,9,10,480.236237,437.836871,0.088289,420.005,76342,1
2,9,593,25,24,44875,33832,102,2,10,574.728791,574.728791,0.000000,35.833,8846,0
2,10,584,24,10,33832,44373,72,2,10,459.514117,459.514117,0.000000,288.327,147231,0
2,11,584,10,22,44373,24714,68,9,10,403.234071,354.203439,0.121593,420.002,120584,1
2,12,584,22,20,25607,44779,88,9,10,456.115139,395.658289,0.132547,420.004,30740,1
3,1,588,40,36,41219,44351,156,9,10,557.671636,539.502426,0.032580,420.005,27218,1
3,2,583,36,81,41258,44226,238,9,10,626.077185,611.046513,0.024008,420.009,1359,1
3,3,583,75,59,41278,44390,272,9,10,732.549752,709.652395,0.031257,420.013,1117,0
3,4,581,59,71,44390,38653,264,9,10,856.078949,789.722944,0.077512,420.008,1,0
3,5,581,71,69,38653,44999,284,9,10,949.926016,897.885037,0.054784,420.009,1,0
3,6,591,69,103,44999,44996,348,9,10,2849.717360,1234.469085,0.566810,420.013,1,0
3,7,593,103,20,44996,32658,250,9,10,963.187459,879.915524,0.086455,420.007,66,0
3,8,593,20,25,32658,44875,94,9,10,480.236232,433.949354,0.096384,420.002,71074,0
3,10,584,24,10,33832,43480,72,9,10,409.787855,369.699511,0.097827,420.003,120994,0
3,11,584,10,21,43480,25507,66,9,10,373.671391,322.771131,0.136217,420.003,126943,0
3,12,584,21,21,25507,44879,88,9,10,456.115129,398.962640,0.125303,420.003,10369,0
4,1,588,40,42,44312,44206,168,9,10,593.260950,574.982319,0.030810,420.006,15582,0
4,2,583,42,75,44206,41278,238,9,10,629.411974,600.966478,0.045194,420.016,85,0
