pass,boundary,port_ex,left_stations,right_stations,load_left,load_right,n_nodes,status,solcount,obj,bound,gap,runtime,nodes,changed
1,1,588,40,35,41219,44151,154,9,10,559.683955,532.992929,0.047689,180.003,2272,0
1,2,583,35,66,44151,43980,206,9,10,633.377253,583.266787,0.079116,180.008,1,0
1,3,583,66,64,43980,44598,264,9,10,738.865256,690.567343,0.065368,180.008,1,0
1,4,581,64,83,44598,38996,298,9,9,1097.216198,846.517271,0.228486,180.009,1,1
1,5,581,82,68,43615,44894,304,9,10,1182.412007,962.557267,0.185938,180.014,1,0
1,6,591,68,102,44894,44850,344,9,10,1551.578579,1231.477810,0.206307,180.013,1,0
1,7,593,102,25,44850,43468,258,9,10,1216.912507,1043.272922,0.142689,180.006,1,0
1,8,593,25,21,43468,34211,96,9,10,511.457273,437.441377,0.144716,180.005,2700,1
1,9,593,26,27,44185,38620,110,2,10,591.869872,591.869872,0.000000,31.384,2437,0
1,10,584,27,6,38620,39530,70,9,10,472.217457,431.268469,0.086716,180.002,98244,1
1,11,584,9,19,44318,44514,60,2,5,515.309188,515.309188,0.000000,2.804,2629,1
1,12,584,18,24,44459,25034,88,9,10,476.813313,401.226641,0.158525,180.003,18428,1
2,1,588,40,35,41219,44151,154,9,10,559.683955,530.596399,0.051971,180.009,1202,1
2,2,583,38,66,44526,43980,212,9,10,622.444436,565.708271,0.091151,180.010,1,0
2,3,583,66,65,43980,39979,266,9,10,708.748847,669.132205,0.055897,180.010,1,0
2,4,581,65,82,39979,43615,298,9,10,1051.535147,848.459360,0.193123,180.009,1,0
2,7,593,102,20,44850,33494,248,9,10,1005.090877,867.436061,0.136958,180.016,1,0
2,8,593,20,26,33494,44185,96,9,10,511.457270,432.217901,0.154929,180.008,15635,0
2,9,593,26,24,44185,33832,104,2,10,574.910467,574.910467,0.000000,25.701,4556,0
2,10,584,24,10,33832,44373,72,9,10,459.514023,453.674413,0.012708,180.002,75526,0
2,11,584,10,20,44373,44779,64,2,6,479.276993,479.276993,0.000000,1.692,1,1
2,12,584,20,22,44456,24714,88,9,10,483.933509,414.321439,0.143846,180.002,13472,1
3,1,588,37,38,40844,44526,154,9,10,559.086053,534.754358,0.043520,180.002,3032,1
3,2,583,35,66,41058,43980,206,9,10,601.120600,533.874963,0.111867,180.008,1,0
3,10,584,24,10,33832,44696,72,9,9,429.225372,379.510862,0.115824,180.003,39824,0
3,11,584,10,23,44696,25506,70,9,10,392.805198,335.113693,0.146871,180.004,33139,1
3,12,584,12,19,44992,43664,66,2,3,472.411799,472.411799,0.000000,3.140,2797,1
4,1,588,40,35,44312,41058,154,9,10,560.149777,525.548319,0.061772,180.002,1208,0
4,10,584,24,21,33832,25210,94,9,10,420.148224,344.250964,0.180644,180.003,12143,0
4,11,584,21,11,25210,43999,68,9,10,380.052075,326.508494,0.140885,180.003,39466,1
4,12,584,10,20,43480,44657,64,2,3,463.584371,463.584371,0.000000,1.083,1,1
5,1,588,40,35,44312,41058,154,9,10,559.683954,525.742120,0.060645,180.005,1175,0
5,10,584,24,22,33832,25729,96,9,10,421.834987,357.822168,0.151748,180.003,9870,0
5,11,584,22,11,25729,44586,70,9,10,377.185932,328.498738,0.129080,180.001,43805,1
5,12,584,10,19,43480,43551,62,2,1,464.596082,464.596082,0.000000,0.886,153,0
6,10,584,24,23,33832,26835,98,9,10,418.968839,349.406469,0.166032,180.008,12321,0
6,11,584,23,10,26835,43480,70,9,10,377.185920,325.914034,0.135933,180.004,24717,0
