pass,boundary,port_ex,left_stations,right_stations,load_left,load_right,n_nodes,status,solcount,obj,bound,gap,runtime,nodes,changed
1,1,581,87,58,43418,43833,294,9,10,1413.615693,1117.781057,0.209275,60.009,1,0
1,2,591,58,111,43833,43366,342,9,7,1385.135916,1084.190073,0.217268,60.010,1,0
1,3,591,111,43,43366,42365,312,9,4,1644.173916,1059.176914,0.355800,60.010,1,0
1,4,593,43,18,42365,42413,126,9,10,617.598854,529.359315,0.142875,60.004,482,0
1,5,593,19,32,44427,41146,106,9,10,463.844252,433.194289,0.066078,60.004,1230,0
1,6,584,33,7,42659,41773,84,9,10,483.112746,420.102843,0.130425,60.002,4042,1
1,7,584,9,37,44111,37457,96,9,10,448.686920,401.611204,0.104919,60.007,2580,1
1,8,584,33,20,36873,43796,110,9,10,487.071676,410.908879,0.156369,60.009,1775,1
1,9,588,30,37,36122,40980,138,9,10,512.318692,473.775774,0.075232,60.003,954,1
1,10,588,40,41,43280,43652,166,9,10,551.911525,505.672644,0.083780,60.004,1,1
1,11,583,40,59,44122,43785,202,9,0,nan,494.846980,10000000000000000159028911097599180468360808563945281389781327557747838772170381060813469985856815104.000000,60.003,1,0
1,12,583,60,27,43842,16497,178,9,10,602.410150,559.184542,0.071754,60.003,1,1
2,1,581,87,58,43418,43833,294,9,10,1366.078282,1118.926202,0.180921,60.027,1,0
2,3,591,111,43,43366,42365,312,9,10,1386.901151,1060.465484,0.235371,60.010,1,0
2,4,593,43,19,42365,44427,128,9,10,635.675602,527.851866,0.169621,60.003,855,0
2,5,593,19,31,44427,40321,104,9,10,460.675999,396.091804,0.140194,60.003,871,0
2,6,584,31,13,40321,44695,92,9,10,473.437198,404.006514,0.146652,60.006,2868,1
2,7,584,12,23,44783,44547,74,2,5,466.664324,466.664324,0.000000,8.544,3847,0
2,8,584,23,27,44547,33822,104,9,10,463.243995,403.108970,0.129813,60.003,1451,1
2,9,588,20,41,44792,42810,126,2,10,529.928921,529.928921,0.000000,20.686,2840,0
2,10,588,41,40,42810,44122,166,9,10,549.161721,504.847664,0.080694,60.004,1,1
2,11,583,41,32,44976,16651,150,9,10,454.881413,404.530909,0.110689,60.012,1,1
2,12,583,31,55,19456,43688,176,9,10,608.864658,555.057632,0.088373,60.005,1,0
3,5,593,19,32,44427,40233,106,9,10,446.376902,419.834558,0.059462,60.003,3123,0
3,6,584,33,12,40880,44783,94,9,10,461.628720,399.226821,0.135178,60.001,3475,0
3,7,584,12,30,44783,33577,88,2,6,441.478667,441.478667,0.000000,45.209,12587,0
3,8,584,30,19,33577,44145,102,9,10,453.281433,400.229982,0.117039,60.001,1334,0
3,9,588,19,40,44145,41956,122,2,10,520.618136,520.618136,0.000000,22.516,3314,0
3,10,588,40,42,41956,42171,168,9,10,598.429883,513.095098,0.142598,60.007,1,0
3,11,583,42,31,42171,19456,150,9,10,454.881442,401.035516,0.118374,60.004,1,0
4,4,593,43,19,42365,44427,128,9,10,612.995381,536.787137,0.124321,60.005,905,0
4,5,593,19,33,44427,40880,108,9,10,443.966066,414.502097,0.066365,60.003,2215,0
