pass,boundary,port_ex,left_stations,right_stations,load_left,load_right,n_nodes,status,solcount,obj,bound,gap,runtime,nodes,changed
1,1,581,87,58,43418,43833,294,9,10,1366.376618,1149.677477,0.158594,180.009,1,0
1,2,591,58,111,43833,43366,342,9,10,1414.405900,1084.704470,0.233102,180.011,1,0
1,3,591,111,43,43366,42365,312,9,10,1283.277552,1072.919031,0.163923,180.006,1,0
1,4,593,43,18,42365,42413,126,9,10,606.885986,552.121157,0.090239,180.005,1374,0
1,5,593,19,32,44427,41146,106,9,10,462.568071,424.891446,0.081451,180.003,6402,0
1,6,584,33,7,42659,41773,84,9,10,483.112735,415.471185,0.140012,180.003,42087,1
1,7,584,9,37,44111,37457,96,9,10,451.158519,406.151248,0.099759,180.003,8683,1
1,8,584,33,20,37048,43796,110,9,10,460.691622,420.236256,0.087814,180.004,6339,1
1,9,588,32,37,44032,40980,142,2,10,557.493109,557.493109,0.000000,128.008,8687,1
1,10,588,40,41,43280,43652,166,9,9,595.893528,513.563243,0.138163,180.003,65,0
1,11,583,41,59,43652,43785,204,9,10,556.030508,513.970455,0.075643,180.003,1,1
1,12,583,56,28,44828,16554,172,9,10,594.588609,559.245669,0.059441,180.004,31,1
2,1,581,87,58,43418,43833,294,9,10,1413.615693,1154.406528,0.183366,180.059,1,0
2,3,591,111,43,43366,42365,312,9,10,1383.380745,1072.211535,0.224934,180.033,1,0
2,4,593,43,19,42365,44427,128,9,10,607.521917,547.349824,0.099045,180.013,1385,0
2,5,593,19,31,44427,40321,104,9,10,459.399834,431.008271,0.061801,180.002,8630,0
2,6,584,31,13,40321,44520,92,9,10,458.171672,406.236031,0.113354,180.009,13762,0
2,7,584,13,21,44520,36812,72,9,10,380.399276,368.832258,0.030408,180.005,32455,1
2,8,584,21,29,36637,41732,104,9,10,440.029141,411.991391,0.063718,180.002,7889,0
2,9,588,29,40,41732,43280,142,9,10,557.493109,551.986780,0.009877,180.002,17931,0
2,10,588,40,44,43280,42609,172,9,10,562.698709,528.139244,0.061417,181.022,1,1
2,11,583,45,55,43101,43688,204,2,10,562.630333,562.630333,0.000000,177.831,23832,0
2,12,583,55,29,43688,17694,172,9,10,594.588619,557.621782,0.062172,180.006,68,0
3,6,584,31,13,40321,44695,92,9,10,462.693145,411.434662,0.110783,180.003,8752,0
3,7,584,13,21,44695,36637,72,9,9,380.399278,372.798107,0.019982,180.003,43412,0
3,9,588,29,39,41732,42788,140,2,8,553.052613,553.052613,0.000000,96.820,5664,0
3,10,588,39,45,42788,43101,172,9,10,563.995952,525.833007,0.067665,180.005,1,0
