pass,boundary,port_ex,left_stations,right_stations,load_left,load_right,n_nodes,status,solcount,obj,bound,gap,runtime,nodes,changed
1,1,581,77,61,41777,41762,280,9,10,1175.141622,1123.534451,0.043916,420.010,1,0
1,2,591,61,111,41762,41898,348,9,10,1482.322127,1161.554503,0.216395,420.009,1,0
1,3,591,111,49,41898,35572,324,9,10,1399.308143,1077.366017,0.230072,420.024,1,0
1,4,593,49,10,35572,41093,122,9,10,587.364574,565.480148,0.037259,420.005,60023,0
1,5,593,10,29,41093,41335,82,9,10,355.878189,330.218572,0.072102,420.003,41630,1
1,6,593,12,16,44603,36195,60,2,10,405.850990,405.850990,0.000000,5.645,3461,0
1,7,584,16,26,36195,39192,88,9,10,449.566619,405.557831,0.097892,420.005,73629,1
1,8,584,22,17,35604,34849,82,9,10,397.299474,370.713988,0.066915,420.002,55253,1
1,9,584,15,33,34675,40726,100,9,10,510.519026,463.418672,0.092260,420.003,55333,1
1,10,588,38,25,44704,40066,130,9,10,558.707431,545.447245,0.023734,420.004,44743,0
1,11,588,26,55,44496,36991,166,9,10,613.765075,607.295197,0.010541,420.006,31188,0
1,12,583,56,60,37698,41248,236,9,10,605.599588,587.987397,0.029082,420.006,1173,0
1,13,583,60,9,41248,10224,142,9,10,532.022942,492.233888,0.074788,420.007,2023,1
2,1,581,77,60,41777,41144,278,9,10,1176.866911,1107.338574,0.059079,420.009,1,0
2,2,591,60,111,41144,41587,346,9,10,1472.009369,1154.844298,0.215464,420.014,1,0
2,3,591,111,50,41587,36501,326,9,10,1267.047933,1089.886831,0.139822,420.019,8,0
2,4,593,50,27,36501,37825,158,2,10,594.815158,594.815158,0.000000,94.989,3653,0
2,5,593,27,12,37825,44603,82,9,10,355.878216,324.960209,0.086878,420.002,34533,0
2,6,593,12,20,44603,39783,68,2,10,404.209275,404.209275,0.000000,3.078,277,0
2,7,584,20,24,39783,35778,92,2,6,464.081287,464.081287,0.000000,119.258,41259,1
2,8,584,25,10,36194,30697,74,9,10,389.672213,360.070025,0.075967,420.001,93993,1
2,9,584,11,38,31113,44704,102,9,10,511.179995,478.935504,0.063079,420.004,54846,0
2,10,588,38,26,44704,44496,132,9,10,576.799905,546.053101,0.053306,420.003,18020,1
2,11,588,36,56,44260,37698,188,9,10,605.984037,557.752751,0.079592,420.015,107,0
2,12,583,56,60,37698,44774,236,9,10,664.304051,654.098548,0.015363,420.014,2300,1
2,13,583,50,9,39645,6698,122,9,10,468.747922,448.639439,0.042898,420.004,23822,1
3,1,581,77,60,41777,41144,278,9,10,1186.016132,1128.043741,0.048880,420.014,1,0
3,6,593,12,19,44603,39367,66,2,10,400.842164,400.842164,0.000000,3.710,584,0
3,7,584,19,24,39367,35778,90,2,8,462.036413,462.036413,0.000000,79.695,19628,0
3,8,584,24,11,35778,31113,74,9,10,389.672233,357.026950,0.083776,420.006,97498,0
3,9,584,11,28,31113,44940,82,2,10,458.908862,458.908862,0.000000,99.116,26348,0
3,10,588,28,36,44940,44260,132,9,10,576.799903,542.823961,0.058904,420.005,14963,0
3,11,588,37,65,44717,42370,208,9,10,634.323810,595.345788,0.061448,420.004,342,1
3,12,583,66,4,42409,2094,144,2,10,371.682355,371.682355,0.000000,41.609,552,0
3,13,583,4,55,2094,44249,122,9,9,468.747922,448.003972,0.044254,420.005,26390,0
4,9,584,11,28,31113,44940,82,2,10,458.908862,458.866901,0.000091,228.748,101134,0
4,10,588,28,36,44940,44678,132,9,10,579.784139,550.328491,0.050805,420.004,24106,0
4,11,588,36,66,44678,42409,208,9,10,634.323808,598.430287,0.056585,420.006,336,0
