pass,boundary,port_ex,left_stations,right_stations,load_left,load_right,n_nodes,status,solcount,obj,bound,gap,runtime,nodes,changed
1,1,581,87,58,43418,43833,294,9,10,1353.682420,1148.356419,0.151680,180.047,1,0
1,2,591,58,111,43833,43366,342,9,8,1388.733154,1090.476401,0.214769,180.007,1,0
1,3,591,111,43,43366,42365,312,9,7,1359.931153,1075.710690,0.208996,180.010,1,0
1,4,593,43,18,42365,42413,126,9,10,606.908619,551.081389,0.091986,180.007,1403,0
1,5,593,19,32,44427,41146,106,9,10,462.568069,421.901263,0.087915,180.002,3372,0
1,6,584,33,7,42659,41773,84,9,10,483.112746,428.705443,0.112618,180.005,12288,1
1,7,584,9,37,44111,37457,96,9,10,451.048672,407.898694,0.095666,180.013,6222,1
1,8,584,13,20,44913,43796,70,2,3,433.945391,433.945391,0.000000,2.343,724,1
1,9,588,21,37,44727,40980,120,2,10,526.297280,526.297280,0.000000,144.850,18303,0
1,10,588,37,41,40980,43652,160,9,10,556.675113,516.562500,0.072057,180.005,1,1
1,11,583,36,59,41760,43785,194,9,10,528.604113,505.466762,0.043771,180.005,880,1
1,12,583,54,28,41219,16554,168,9,10,583.937320,543.379899,0.069455,180.007,128,1
2,1,581,87,58,43418,43833,294,9,10,1417.064439,1148.734131,0.189356,180.006,1,0
2,3,591,111,43,43366,42365,312,9,10,1353.827760,1070.043190,0.209616,180.010,1,1
2,4,593,45,19,44034,44427,132,9,10,602.942107,550.562821,0.086873,180.005,407,1
2,5,593,16,31,44264,40321,98,9,10,466.491442,444.846711,0.046399,180.003,12697,1
2,6,584,29,33,39898,36655,128,9,10,514.505724,486.990763,0.053478,180.003,1388,0
2,7,584,33,12,36655,43982,94,9,10,444.444043,409.003782,0.079741,180.002,8703,1
2,8,584,13,21,44695,44727,72,2,4,433.308151,433.308151,0.000000,2.357,237,0
2,9,588,21,42,44727,42872,130,2,10,545.614884,545.614884,0.000000,79.330,17680,1
2,10,588,44,41,44907,44326,174,9,10,668.910072,534.953144,0.200261,180.004,13,0
2,11,583,41,27,44326,14085,140,2,10,433.989245,433.989248,0.000000,53.412,1763,1
2,12,583,29,55,14030,43688,172,9,10,598.072773,554.888655,0.072205,180.008,56,0
3,2,591,58,109,43833,41697,338,9,10,1244.770137,1080.725689,0.131787,180.019,1,0
3,3,591,110,47,42626,43268,318,9,10,1390.276988,1048.914983,0.245535,180.029,1,0
3,4,593,47,18,43268,44687,134,9,10,595.666202,546.446488,0.082630,180.004,1688,0
3,5,593,18,29,44687,39898,98,9,10,466.491452,454.413115,0.025892,180.002,16176,0
3,6,584,29,32,39898,35942,126,9,10,516.213173,465.656869,0.097937,180.002,2164,0
3,7,584,32,13,35942,44695,94,9,10,444.444046,408.062435,0.081859,180.002,17200,0
3,8,584,13,19,44695,42692,68,2,6,427.028307,427.028307,0.000000,3.785,2288,1
3,9,588,21,44,44320,44907,134,2,10,546.445778,546.445778,0.000000,47.392,8614,0
3,10,588,44,39,44907,44381,170,9,10,533.236476,504.309260,0.054248,180.004,71,0
3,11,583,39,29,44381,14030,140,2,10,433.989254,433.989254,0.000000,64.764,1967,0
4,1,581,87,58,43418,43833,294,9,10,1367.874654,1148.738557,0.160202,180.052,1,0
4,2,591,58,110,43833,42626,340,9,10,1263.830085,1083.710752,0.142519,180.016,1,0
4,7,584,32,11,35942,43067,90,9,10,442.106755,401.744370,0.091296,180.003,13926,1
4,8,584,31,21,35295,44320,108,9,10,464.603977,430.402360,0.073615,180.002,1533,1
4,9,588,23,44,43819,44907,138,2,10,537.983395,537.983395,0.000000,56.287,11678,0
5,6,584,29,12,39898,43714,86,9,10,439.875854,379.621089,0.136981,180.002,13475,0
5,7,584,13,28,44233,35277,86,9,8,413.504332,382.920136,0.073963,180.002,32661,1
5,8,584,13,23,44695,43819,76,2,2,420.151282,420.151282,0.000000,0.984,1,0
6,5,593,18,29,44687,39898,98,9,10,466.491452,449.488939,0.036448,180.002,18644,0
6,6,584,29,28,39898,34815,118,9,10,480.969429,457.038545,0.049756,180.005,10154,0
6,7,584,28,13,34815,44695,86,9,10,413.504330,379.178610,0.083012,180.002,32972,0
