pass,boundary,port_ex,left_stations,right_stations,load_left,load_right,n_nodes,status,solcount,obj,bound,gap,runtime,nodes,changed
1,1,583,35,63,43347,43548,200,9,10,782.450198,728.119831,0.069436,60.009,1,0
1,2,581,63,88,43548,43825,306,9,10,1547.564243,1094.625856,0.292678,60.012,1,0
1,3,591,88,32,43825,38138,244,9,10,1143.657282,1011.663134,0.115414,60.004,1,0
1,4,593,33,47,38728,42335,164,9,10,706.891913,653.258759,0.075872,60.004,1,1
1,5,591,46,84,37848,43299,264,9,10,1008.596146,933.568451,0.074388,60.005,1,0
1,6,581,84,79,43299,43889,330,9,10,1207.566212,1003.457454,0.169025,60.008,1,0
1,7,583,80,48,44535,43418,260,9,8,1120.788134,866.447358,0.226930,60.010,1,0
1,8,588,48,4,43418,41179,108,9,10,671.799745,589.350350,0.122729,60.024,1142,1
1,9,584,11,23,40448,43412,72,9,10,480.563060,450.171038,0.063243,60.003,20863,0
1,10,593,23,23,43412,43774,96,2,10,402.437950,402.437950,0.000000,40.681,1904,1
1,11,593,20,42,43883,43750,128,9,10,522.780626,495.767384,0.051672,60.007,1140,0
1,12,588,42,10,43750,13213,108,9,10,525.953434,486.993447,0.074075,60.003,718,1
2,1,583,36,62,43695,42902,200,9,10,774.553189,720.436065,0.069869,60.009,1,0
2,2,581,62,88,42902,43825,304,9,10,1407.278708,1095.024642,0.221885,60.007,1,0
2,3,591,88,34,43825,43215,248,9,8,201323.581885,1009.860171,0.994984,60.007,1,0
2,4,593,34,46,43215,37848,164,9,10,705.674989,672.997997,0.046306,60.321,1,0
2,5,591,46,84,37848,43299,264,9,7,1251.032071,913.977426,0.269421,60.034,1,0
2,6,581,84,80,43299,44535,332,9,10,1239.524369,1005.229877,0.189020,60.020,1,0
2,7,583,80,41,44535,44149,246,9,10,968.217837,838.214232,0.134271,60.012,1,0
2,8,588,41,11,44149,40448,108,9,10,683.994049,589.623725,0.137970,60.021,1542,0
2,9,584,11,26,40448,43303,78,9,10,482.892497,462.083093,0.043093,60.002,13497,0
2,10,593,26,20,43303,43883,96,2,10,402.437950,402.437950,0.000000,15.047,136,0
2,11,593,20,14,43883,13368,72,2,10,331.998675,331.998675,0.000000,9.228,3337,0
2,12,588,14,38,13368,43595,108,2,10,518.827647,518.827647,0.000000,50.340,3752,0
