pass,boundary,port_ex,left_stations,right_stations,load_left,load_right,n_nodes,status,solcount,obj,bound,gap,runtime,nodes,changed
1,1,583,43,61,41997,42000,212,9,10,727.269836,716.138843,0.015305,480.009,37953,0
1,2,581,61,72,42000,41997,270,9,10,908.963179,902.053570,0.007602,480.010,33042,0
1,3,591,72,78,41997,42000,304,9,10,1072.580491,1008.624820,0.059628,480.019,1,1
1,4,581,79,70,40468,41993,302,9,10,1191.751915,1019.748221,0.144328,480.014,1,0
1,5,583,70,41,41993,41991,226,9,10,1409.493969,1350.872445,0.041590,480.008,1063,1
1,6,591,40,87,44290,41965,258,9,10,1628.781778,1379.908480,0.152797,480.009,11,0
1,7,593,87,31,41965,41996,240,9,10,1082.447148,1011.503645,0.065540,480.005,4798,0
1,8,584,31,33,41996,41970,132,9,10,821.133177,736.864728,0.102625,480.004,5639,1
1,9,593,35,29,44855,41999,132,2,10,827.218651,827.218651,0.000000,154.826,23426,1
1,10,591,31,16,43418,41921,98,9,10,1103.784449,1085.162682,0.016871,480.005,266806,0
1,11,588,17,17,42007,41381,72,2,10,1035.063261,1035.063261,0.000000,161.005,61699,0
1,12,584,17,2,41381,24855,42,2,6,542.993533,542.993533,0.000000,0.811,1,1
2,1,583,42,62,41945,42052,212,9,10,728.765024,717.864356,0.014958,480.007,39768,0
2,2,581,62,71,42052,43529,270,2,10,854.816708,854.816708,0.000000,72.786,8092,0
2,3,591,71,79,43529,40468,304,9,10,1078.889062,1009.617615,0.064206,480.012,1,0
2,4,581,80,68,42254,37636,300,9,10,1146.722113,1047.811445,0.086255,480.007,1,0
2,5,583,68,41,37636,44476,222,9,10,1349.076484,1329.042358,0.014850,480.006,20493,1
2,6,591,42,87,44955,41965,262,9,10,1934.457134,1392.180932,0.280325,480.013,2194,0
2,7,593,87,29,41965,39111,236,9,10,1098.131303,1040.570952,0.052417,480.009,1173,0
2,8,584,29,33,39111,43436,128,9,10,603.786150,534.640961,0.114519,480.004,11398,1
2,9,593,28,30,44018,42496,120,9,10,747.591079,704.811565,0.057223,480.003,44567,1
2,10,591,29,18,42586,42929,98,9,10,1098.293339,1065.625825,0.029744,480.003,101925,1
2,11,588,37,16,44750,29813,110,2,10,978.779544,978.779544,0.000000,15.323,3704,0
2,12,584,17,3,31736,36423,44,2,10,544.446746,544.427274,0.000036,0.907,1,0
3,1,583,41,62,40022,42052,210,2,10,716.944501,716.944501,0.000000,145.739,15213,0
3,2,581,62,71,42052,43529,270,2,10,854.816708,854.816708,0.000000,89.472,7256,0
3,3,591,71,80,43529,42254,306,9,10,1089.940467,1011.147686,0.072291,480.009,1,0
3,4,581,80,67,42254,37157,298,9,10,1103.526011,1042.879298,0.054957,480.006,1,1
3,5,583,78,42,44895,44955,244,9,10,1372.341592,1318.932601,0.038918,480.012,18,0
3,6,591,42,86,44955,41866,260,9,10,1607.150397,1372.670613,0.145898,480.012,1145,0
3,7,593,86,34,41866,38529,244,9,10,1160.580318,1077.560045,0.071533,480.008,1211,0
3,8,584,34,29,38529,43928,130,9,10,576.816199,537.079743,0.068889,480.007,9759,1
3,9,593,24,10,37599,40765,72,2,5,565.767804,565.767804,0.000000,0.875,1,0
3,10,591,10,37,40765,44750,98,9,10,1098.687023,1032.121737,0.060586,480.002,70281,0
3,11,588,37,17,44750,31736,112,2,10,980.232757,980.232757,0.000000,23.976,2805,1
3,12,584,22,3,36209,36423,54,2,3,556.551318,556.551318,0.000000,2.558,1340,0
4,2,581,62,72,42052,43628,272,2,10,862.640261,862.640261,0.000000,127.389,24709,0
4,3,591,72,69,43628,34516,286,9,10,901.728822,854.860284,0.051976,480.010,24,1
4,4,581,42,78,34860,44895,244,9,10,874.161045,854.189037,0.022847,480.008,9390,0
4,7,593,86,38,41866,44580,252,9,10,1195.045306,1125.652102,0.058067,480.007,3427,0
4,8,584,38,24,44580,37599,128,9,10,560.036322,522.034911,0.067855,480.008,20337,0
4,10,591,10,32,40765,40277,88,2,10,971.411650,971.411650,0.000000,323.138,112609,0
4,11,588,32,23,40277,36487,114,2,10,982.420227,982.420227,0.000000,31.202,3231,0
4,12,584,23,3,36487,36423,56,2,7,558.738848,558.738848,0.000000,0.858,1,0
5,2,581,62,99,42052,43284,326,2,10,1024.730269,1024.730269,0.000000,449.455,59176,0
5,3,591,99,42,43284,34860,286,9,10,893.221229,865.726189,0.030782,480.008,1,1
5,4,581,100,78,44465,44895,360,9,10,1185.182072,1149.206913,0.030354,480.007,1,0
6,2,581,62,41,42052,33679,210,2,10,708.641503,708.641503,0.000000,72.691,12469,0
6,3,591,41,100,33679,44465,286,9,10,896.492121,865.526541,0.034541,480.006,62,0
