pass,boundary,port_ex,left_stations,right_stations,load_left,load_right,n_nodes,status,solcount,obj,bound,gap,runtime,nodes,changed
1,1,583,43,61,41997,42000,212,9,10,727.269830,716.954989,0.014183,420.005,41843,0
1,2,581,61,72,42000,41997,270,9,10,908.963179,896.780233,0.013403,420.009,33941,0
1,3,591,72,78,41997,42000,304,9,10,1104.023512,1003.679062,0.090890,420.010,27,1
1,4,581,79,70,41328,41993,302,9,10,1197.729741,1024.605607,0.144544,420.011,1,0
1,5,583,70,41,41993,41991,226,9,10,1390.298085,1364.107660,0.018838,420.008,5543,1
1,6,591,42,87,44955,41965,262,9,10,1629.425500,1406.385386,0.136883,420.005,1,0
1,7,593,87,31,41965,41996,240,9,10,1093.775113,1017.203739,0.070007,420.008,3158,0
1,8,584,31,33,41996,41970,132,9,10,812.893626,737.590610,0.092636,420.008,3231,1
1,9,593,37,29,43208,41999,136,2,10,824.850069,824.850069,0.000000,276.039,22600,0
1,10,591,29,16,41999,41921,94,9,10,1139.444507,1107.931454,0.027657,420.003,137280,0
1,11,588,17,17,42007,41381,72,2,10,1035.063261,1035.015785,0.000046,146.568,46227,0
1,12,584,17,2,41381,24855,42,2,7,542.993519,542.993519,0.000000,3.000,1536,1
2,1,583,42,62,41945,42052,212,9,10,727.859672,716.418086,0.015719,420.003,34762,0
2,2,581,62,71,42052,42669,270,2,10,852.238163,852.238163,0.000000,79.366,8577,0
2,3,591,71,79,42669,41328,304,9,10,1085.146640,1005.566389,0.073336,420.005,1,1
2,4,581,51,68,40045,38943,242,2,10,908.243388,908.243388,0.000000,200.891,21391,0
2,5,583,68,42,38943,44955,224,9,10,1363.038473,1325.068358,0.027857,420.003,1940,0
2,7,593,87,27,41965,40758,232,9,10,1083.930624,987.020855,0.089406,420.004,1125,0
2,8,584,27,37,40758,43208,132,9,10,802.177003,738.694203,0.079138,420.005,5975,1
2,9,593,26,28,39553,41077,112,2,10,673.163355,673.163355,0.000000,8.713,146,0
2,10,591,28,18,41077,42929,96,9,10,1138.945247,1075.053167,0.056098,420.003,66952,0
2,11,588,18,16,42929,29813,72,2,8,979.038891,979.038891,0.000000,4.657,1628,1
2,12,584,21,3,34286,36423,52,2,10,555.098165,555.098165,0.000000,0.814,1,0
3,2,581,62,98,42052,43334,324,9,10,1007.092273,894.312941,0.111985,420.015,39,0
3,3,591,98,52,43334,40663,304,9,10,1070.223903,1010.544024,0.055764,420.005,1,1
3,4,581,100,68,44983,38943,340,9,10,1169.428876,1128.327969,0.035146,420.024,1,0
3,7,593,87,37,41965,44135,252,9,10,1177.554494,1132.114495,0.038588,420.013,1213,0
3,8,584,37,26,44135,39553,130,9,10,798.258138,718.466917,0.099957,420.009,4826,0
3,9,593,26,27,39553,40712,110,2,10,669.703822,669.703822,0.000000,5.780,59,1
3,10,591,23,13,35902,38456,76,9,10,958.879430,942.864083,0.016702,420.005,167618,1
3,11,588,26,22,35507,34564,100,2,10,966.234878,966.234878,0.000000,31.630,3245,0
3,12,584,22,3,34564,36423,54,2,6,557.285623,557.285623,0.000000,0.869,1,0
4,1,583,41,62,40022,42052,210,2,10,716.944504,716.944504,0.000000,180.651,16281,0
4,2,581,62,50,42052,39014,228,2,10,784.518074,784.463341,0.000070,412.987,158799,0
4,3,591,50,100,39014,44983,304,9,10,1082.778260,1011.139897,0.066162,420.004,1,0
4,4,581,100,67,44983,38623,338,9,10,1112.551591,1082.481685,0.027028,420.014,1420,1
4,5,583,67,42,42007,44955,222,9,10,1268.505111,1262.677876,0.004594,420.007,8023,0
4,7,593,87,38,41965,44500,254,9,10,1174.628292,1128.327824,0.039417,420.009,1813,0
4,8,584,38,30,44500,44363,140,9,10,799.200103,756.205087,0.053798,420.005,2242,1
4,9,593,28,10,44432,38851,80,2,9,582.094851,582.094851,0.000000,1.467,1,0
4,10,591,10,26,38851,35507,76,9,10,958.879409,945.115359,0.014354,420.003,167951,0
4,11,588,26,23,35507,36487,102,2,10,967.688091,967.688091,0.000000,20.153,1605,0
4,12,584,23,3,36487,36423,56,2,10,558.738848,558.738848,0.000000,0.914,1,0
5,1,583,41,61,40022,42003,208,2,10,714.359073,714.359073,0.000000,147.247,23135,0
5,2,581,61,51,42003,39334,228,2,10,784.325662,784.325662,0.000000,219.150,64326,0
5,3,591,51,100,39334,41599,306,9,10,992.501352,931.725595,0.061235,420.012,1,0
5,4,581,100,68,41599,42056,340,9,10,1110.339935,1082.581660,0.025000,420.008,877,0
5,5,583,69,42,42149,44955,226,2,10,1268.639906,1268.639906,0.000000,216.276,42196,0
5,7,593,87,40,41965,44431,258,9,10,1204.281196,1136.883179,0.055965,420.008,2842,0
5,8,584,40,28,44431,44432,140,9,10,804.256581,750.263205,0.067135,420.004,5595,0
6,1,583,41,60,40022,41910,206,2,10,712.615639,712.615639,0.000000,74.218,3599,1
6,2,581,51,51,37731,39334,208,2,9,741.798427,741.798427,0.000000,71.663,8195,0
6,3,591,51,100,39334,41599,306,9,10,993.719306,922.338543,0.071832,420.006,81,0
6,4,581,100,69,41599,42149,342,9,10,1109.786662,1050.187098,0.053704,420.011,1037,0
6,12,584,23,3,36487,36423,56,2,8,558.738848,558.738848,0.000000,1.525,1,0
7,1,583,50,51,44201,37731,206,2,10,712.615637,712.615637,0.000000,60.551,4207,0
