pass,boundary,port_ex,left_stations,right_stations,load_left,load_right,n_nodes,status,solcount,obj,bound,gap,runtime,nodes,changed
1,1,583,48,61,43996,43989,222,9,10,663.846417,647.697925,0.024326,420.012,17967,0
1,2,581,61,80,43989,43988,286,9,10,871.371569,827.571732,0.050265,420.012,1134,0
1,3,591,80,94,43988,43986,352,9,10,1544.304725,1327.467375,0.140411,420.031,89,0
1,4,593,94,29,43986,43992,250,9,10,1682.468893,1443.966918,0.141757,420.019,2430,1
1,5,591,90,82,43361,43938,348,9,10,2014.837523,1412.517890,0.298942,420.101,102,1
1,6,583,88,51,42635,43988,282,9,10,1542.712084,1148.959436,0.255234,420.017,1072,0
1,7,588,52,34,44179,43785,176,9,10,830.601065,823.206438,0.008903,420.004,16071,1
1,8,581,46,33,44176,43983,162,9,10,1327.362116,1189.476238,0.103880,420.005,3449,1
1,9,591,31,25,43693,43948,116,9,10,1346.931994,1230.917061,0.086133,420.002,125716,1
1,10,593,23,32,42817,43908,114,9,10,826.342443,765.744471,0.073333,420.006,63173,1
1,11,584,31,8,42003,34748,82,2,10,446.355076,446.355076,0.000000,16.337,1796,0
1,12,584,8,1,34748,9565,22,2,3,251.424330,251.405765,0.000074,0.047,1,1
2,1,583,48,62,43996,44049,224,9,10,667.001800,650.862749,0.024196,420.006,11590,0
2,2,581,62,80,44049,43988,288,9,10,874.520336,836.779924,0.043156,420.011,3028,0
2,3,591,80,33,43988,44617,230,9,10,1188.814040,1128.288971,0.050912,420.009,3979,0
2,4,593,33,84,44617,44664,238,9,10,1174.782723,848.307451,0.277903,420.010,1613,1
2,5,591,69,88,44297,42635,318,9,10,1722.607977,1381.024900,0.198294,420.019,156,1
2,6,583,44,40,42383,43788,172,9,10,957.210036,938.627715,0.019413,420.004,24757,1
2,7,588,36,48,41493,44466,172,9,10,732.900167,720.018669,0.017576,420.005,19473,0
2,8,581,48,32,44466,43718,164,9,10,1306.956231,1165.259968,0.108417,420.007,4501,1
2,9,591,39,24,44505,44722,130,9,10,1405.307820,1242.028156,0.116188,420.009,28658,0
2,10,593,24,32,44722,43109,116,9,10,830.976087,757.913292,0.087924,420.003,77635,0
3,3,591,80,48,43988,44984,260,9,10,1061.353814,1013.665590,0.044932,420.010,2645,0
3,4,593,48,113,44984,44549,326,9,10,1766.248895,1398.149030,0.208408,420.011,1797,1
3,5,591,47,46,44838,43829,190,9,10,1014.170290,765.016157,0.245673,420.004,2265,0
3,6,583,46,36,43829,41493,168,9,10,953.274746,944.621221,0.009078,420.006,38588,0
3,7,588,36,41,41493,43679,158,9,10,675.912637,665.313216,0.015682,420.005,40411,1
3,8,581,37,40,43834,44974,158,9,10,1251.412956,1159.018854,0.073832,420.006,4756,0
3,9,591,40,24,44974,44722,132,9,10,1407.440198,1226.770915,0.128367,420.004,19812,0
3,10,593,25,32,44760,43109,118,9,10,829.667359,737.888672,0.110621,420.003,95741,0
4,1,583,47,62,43700,44049,222,9,10,660.721436,647.755984,0.019623,420.007,18570,0
4,2,581,62,79,44049,43950,286,9,10,866.768443,824.055241,0.049279,420.018,1365,0
4,3,591,79,114,43950,44695,390,9,9,1757.222392,1516.637406,0.136912,420.010,60,1
4,4,593,88,47,44180,44838,274,9,10,1372.945095,1072.730136,0.218665,420.008,1738,0
4,6,583,46,40,43829,41338,176,9,10,1009.740154,939.276820,0.069784,420.009,23003,0
4,7,588,40,38,41338,44130,160,9,10,677.988621,664.971612,0.019199,420.003,30292,0
4,8,581,38,40,44130,44974,160,9,10,1236.403057,1158.443795,0.063053,420.006,5948,0
4,9,591,40,25,44974,44760,134,9,10,1408.874943,1226.451001,0.129482,420.002,20959,0
5,2,581,62,105,44049,44465,338,9,10,1242.380114,1029.238008,0.171559,420.034,6,0
5,3,591,105,88,44465,44180,390,9,10,1883.075810,1521.807879,0.191850,420.026,1,0
6,1,583,47,61,43700,43885,220,9,10,646.128092,633.005868,0.020309,420.006,26469,0
6,2,581,61,106,43885,44629,338,9,10,1298.897588,1029.252164,0.207596,420.026,31,0
6,3,591,106,88,44629,44180,392,9,10,1969.726867,1513.515052,0.231612,420.011,1,0
