pass,boundary,port_ex,left_stations,right_stations,load_left,load_right,n_nodes,status,solcount,obj,bound,gap,runtime,nodes,changed
1,1,588,40,6,44394,28261,96,9,10,466.050599,441.643915,0.052369,120.002,6991,1
1,2,584,24,10,28677,44991,72,9,10,406.165126,366.910835,0.096646,120.004,26635,0
1,3,584,10,34,44991,44676,92,2,10,466.282536,466.282536,0.000000,27.099,4435,0
1,4,593,34,14,44676,36579,100,2,10,419.702738,419.702738,0.000000,77.956,11112,0
1,5,593,14,45,36579,44719,122,9,10,584.549194,539.699815,0.076725,120.002,1927,1
1,6,591,48,121,38164,44241,342,9,10,1536.574097,1276.090907,0.169522,120.015,1,1
1,7,582,100,53,44650,44993,310,9,8,1187.904917,967.583211,0.185471,120.009,1,0
1,8,581,53,88,44993,44749,286,9,10,1040.461939,901.534907,0.133524,120.005,1,0
1,9,583,88,63,44749,44747,306,9,9,1008.202777,814.772854,0.191856,120.008,1,0
1,10,583,63,53,44747,42140,236,9,10,619.622279,578.244892,0.066778,120.007,1,1
1,11,588,54,33,42475,44937,178,9,10,593.597449,546.323984,0.079639,120.005,1,0
1,12,588,33,20,44937,18638,110,9,10,428.207731,401.164039,0.063156,120.003,5365,0
2,1,588,22,24,43978,28677,96,9,10,466.142103,435.210842,0.066356,120.004,4670,0
2,4,593,34,11,44676,43134,94,9,10,425.193300,410.383041,0.034832,120.004,10115,0
2,5,593,11,69,43134,37755,164,9,10,827.905523,746.870465,0.097880,120.003,1126,0
2,6,591,69,100,37755,44650,342,9,10,1459.460069,1288.270907,0.117296,120.015,1,1
2,7,582,126,53,44655,44993,362,9,7,1633.198019,1212.613159,0.257522,120.017,1,0
2,9,583,88,62,44749,44412,304,9,10,1030.423536,837.248223,0.187472,120.014,1,0
2,10,583,62,54,44412,42475,236,9,1,736.110889,572.574399,0.222163,120.005,1,0
3,5,593,11,43,43134,37750,112,9,9,554.971932,518.977852,0.064857,120.003,16125,0
3,6,591,43,126,37750,44655,342,9,10,1506.571708,1278.182031,0.151596,120.014,1,0
