attempts,changed,total,best,stall,mut_success,mut_attempts,elapsed_sec,seg1_distance,seg1_stations,seg1_amount,seg2_distance,seg2_stations,seg2_amount,seg3_distance,seg3_stations,seg3_amount,seg4_distance,seg4_stations,seg4_amount,seg5_distance,seg5_stations,seg5_amount,seg6_distance,seg6_stations,seg6_amount,seg7_distance,seg7_stations,seg7_amount,seg8_distance,seg8_stations,seg8_amount,seg9_distance,seg9_stations,seg9_amount,seg10_distance,seg10_stations,seg10_amount,seg11_distance,seg11_stations,seg11_amount,seg12_distance,seg12_stations,seg12_amount,seg13_distance,seg13_stations,seg13_amount
0,0,7153.905,7153.905,0,0,0,51.783,349.352,48,43996,336.889,61,43989,545.290,80,43988,1041.356,94,43986,669.603,29,43992,1049.784,83,43998,422.495,51,43988,575.621,35,43976,929.640,33,43983,501.025,25,43948,336.923,32,43908,167.548,8,34748,228.378,1,9565
1,1,6686.772,6686.772,0,5,8,3570.633,349.352,48,43996,340.038,62,44049,536.070,79,43950,1041.356,94,43986,985.156,79,44007,622.584,33,44097,356.437,50,43902,507.858,36,43248,860.327,32,44623,503.561,25,43269,332.607,33,44625,0.000,0,0,251.424,9,44313
2,1,6462.152,6462.152,0,4,8,6860.281,342.888,46,43281,340.038,62,44049,756.129,98,44232,697.757,75,43704,700.631,53,43436,851.639,59,44992,354.657,52,44617,407.501,37,43899,932.830,32,44399,495.901,23,42138,332.607,33,44625,0.000,0,0,249.576,10,44693
3,1,6287.740,6287.740,0,1,8,9691.829,342.888,46,43281,340.038,62,44049,756.129,98,44232,660.655,53,42526,766.521,68,44886,650.835,66,44720,354.657,52,44617,446.106,38,43483,891.828,31,44815,495.901,23,42138,332.607,33,44625,0.000,0,0,249.576,10,44693
4,1,6142.139,6142.139,0,1,5,11799.272,342.888,46,43281,340.038,62,44049,756.129,98,44232,609.040,51,44381,396.584,42,43484,926.787,94,44267,354.657,52,44617,446.106,38,43483,891.828,31,44815,495.901,23,42138,332.607,33,44625,0.000,0,0,249.576,10,44693
5,1,6090.243,6090.243,0,1,5,13823.508,342.888,46,43281,340.038,62,44049,756.129,98,44232,583.172,46,44995,391.090,48,44755,926.787,94,44267,354.657,52,44617,446.106,38,43483,891.828,31,44815,475.367,22,40253,332.607,33,44625,0.000,0,0,249.576,10,44693
6,0,6090.243,6090.243,1,0,3,14729.381,342.888,46,43281,340.038,62,44049,756.129,98,44232,583.172,46,44995,391.090,48,44755,926.787,94,44267,354.657,52,44617,446.106,38,43483,891.828,31,44815,475.367,22,40253,332.607,33,44625,0.000,0,0,249.576,10,44693
