attempts,changed,total,best,stall,mut_success,mut_attempts,elapsed_sec,seg1_distance,seg1_stations,seg1_amount,seg2_distance,seg2_stations,seg2_amount,seg3_distance,seg3_stations,seg3_amount,seg4_distance,seg4_stations,seg4_amount,seg5_distance,seg5_stations,seg5_amount,seg6_distance,seg6_stations,seg6_amount,seg7_distance,seg7_stations,seg7_amount,seg8_distance,seg8_stations,seg8_amount,seg9_distance,seg9_stations,seg9_amount,seg10_distance,seg10_stations,seg10_amount,seg11_distance,seg11_stations,seg11_amount,seg12_distance,seg12_stations,seg12_amount,seg13_distance,seg13_stations,seg13_amount
0,0,4762.172,4762.172,0,0,0,44.759,335.968,40,44394,229.769,6,28261,199.680,10,44991,266.602,34,44676,168.124,14,36579,456.382,45,44719,988.065,121,44241,422.818,53,44993,637.563,88,44749,286.267,63,44747,344.073,53,42140,282.520,33,44937,144.339,20,18638
1,1,4557.019,4557.019,0,3,9,8852.159,225.652,21,43117,218.895,17,31421,196.470,18,43108,265.805,33,42771,166.736,15,38484,456.382,45,44719,985.944,122,44433,377.409,55,44550,606.527,85,45000,286.267,63,44747,344.073,53,42140,282.520,33,44937,144.339,20,18638
2,1,4513.130,4513.130,0,1,6,13427.037,216.970,19,33678,226.252,19,40860,194.373,18,44376,230.105,31,38472,171.808,17,41515,456.382,45,44719,986.383,123,44548,367.130,54,44435,606.527,85,45000,286.267,63,44747,344.073,53,42140,282.520,33,44937,144.339,20,18638
3,1,4437.978,4437.978,0,0,5,16819.678,216.970,19,33678,226.252,19,40860,194.373,18,44376,230.105,31,38472,161.881,13,44191,406.627,54,43782,970.913,118,42809,367.130,54,44435,606.527,85,45000,286.267,63,44747,344.073,53,42140,282.520,33,44937,144.339,20,18638
4,0,4437.978,4437.978,1,0,3,18733.409,216.970,19,33678,226.252,19,40860,194.373,18,44376,230.105,31,38472,161.881,13,44191,406.627,54,43782,970.913,118,42809,367.130,54,44435,606.527,85,45000,286.267,63,44747,344.073,53,42140,282.520,33,44937,144.339,20,18638
