pass,boundary,port_ex,left_stations,right_stations,load_left,load_right,n_nodes,status,solcount,obj,bound,gap,runtime,nodes,changed
1,1,583,35,63,43347,43548,200,2,10,775.269103,775.269103,0.000000,410.694,20498,0
1,2,581,63,88,43548,43825,306,9,10,1261.247298,1142.243382,0.094354,480.053,1085,0
1,3,591,88,32,43825,38138,244,9,10,1114.750094,1080.343956,0.030864,480.007,4435,0
1,4,593,33,47,38728,42335,164,9,10,705.674974,688.979106,0.023659,480.004,13300,1
1,5,591,46,84,37848,43299,264,9,10,1001.095085,991.117242,0.009967,480.007,33838,0
1,6,581,84,79,43299,43889,330,9,10,1127.916293,1045.324497,0.073225,480.022,1,0
1,7,583,80,48,44535,43418,260,9,10,1026.910324,903.437289,0.120237,480.008,1,1
1,8,588,48,4,43404,41179,108,9,10,637.995849,565.976745,0.112883,480.005,11886,1
1,9,584,11,23,40448,43412,72,2,9,480.563060,480.563060,0.000000,156.060,67185,0
1,10,593,23,23,43412,43774,96,2,10,402.437950,402.437950,0.000000,12.216,3091,0
1,11,593,23,42,43774,43750,134,9,10,551.057179,527.897128,0.042028,480.007,32699,0
1,12,588,42,10,43750,13213,108,2,10,518.827647,518.827647,0.000000,47.317,4971,0
2,1,583,36,62,43695,42902,200,2,10,771.390563,771.390563,0.000000,441.440,34092,0
2,2,581,62,88,42902,43825,304,9,10,1267.603225,1108.011960,0.125900,480.008,18,0
2,3,591,88,34,43825,43215,248,9,10,1117.077782,1061.191632,0.050029,480.014,3025,1
2,4,593,35,46,43683,37848,166,2,10,684.212826,684.212826,0.000000,461.743,15504,1
2,5,591,33,84,43305,43299,238,2,10,960.531895,960.531895,0.000000,316.197,34383,0
2,6,581,84,80,43299,44549,332,9,10,1193.874871,1039.382450,0.129404,480.014,1,0
2,7,583,80,41,44549,44135,246,9,10,921.277648,871.843168,0.053659,480.010,12,0
2,8,588,41,11,44135,40448,108,9,10,637.995849,575.624210,0.097762,480.003,16424,0
3,2,581,62,87,42902,43357,302,9,10,1251.228588,1144.870145,0.085003,480.011,1128,0
3,3,591,87,48,43357,38226,274,9,10,1103.051129,1081.379329,0.019647,480.006,12473,1
3,4,593,81,33,44677,43305,232,9,10,980.080209,925.068378,0.056130,480.007,232,1
3,5,591,80,84,42991,43299,332,9,10,1324.862039,1266.696898,0.043903,480.007,1089,0
4,2,581,62,54,42902,36906,236,2,10,843.450462,843.450462,0.000000,137.485,15924,0
4,3,591,54,34,36906,44991,180,2,10,721.412169,721.412169,0.000000,27.354,2758,0
4,4,593,34,80,44991,42991,232,9,10,1005.193461,924.605387,0.080172,480.007,945,0
