pass,boundary,port_ex,left_stations,right_stations,load_left,load_right,n_nodes,status,solcount,obj,bound,gap,runtime,nodes,changed
1,1,583,43,61,41997,42000,212,9,10,728.558152,709.117979,0.026683,120.012,1183,0
1,2,581,61,72,42000,41997,270,9,10,910.778277,881.424140,0.032230,120.006,1,0
1,3,591,72,78,41997,42000,304,9,10,1071.646425,992.881242,0.073499,120.016,1,1
1,4,581,94,70,43711,41993,332,9,10,1341.443665,1050.618840,0.216800,120.006,1,1
1,5,583,70,41,42739,41991,226,9,10,1397.700036,1370.518560,0.019447,120.011,14,1
1,6,591,42,87,44955,41965,262,9,10,1729.261089,1371.378559,0.206957,120.010,1,0
1,7,593,87,31,41965,41996,240,9,10,1084.529290,1008.804295,0.069823,120.009,1,0
1,8,584,31,33,41996,41970,132,9,10,835.592147,730.297957,0.126011,120.011,1508,0
1,9,593,33,28,41970,41634,126,9,10,824.948953,803.965849,0.025436,120.005,19779,1
1,10,591,24,16,39216,41921,84,9,10,1070.521053,1050.479894,0.018721,120.003,42443,0
1,11,588,17,17,42007,41381,72,9,10,1035.063261,992.022680,0.041583,120.004,24285,0
1,12,584,17,2,41381,24855,42,2,7,542.993533,542.993533,0.000000,0.327,1,1
2,1,583,42,62,41945,42052,212,9,10,727.269837,712.544134,0.020248,120.007,3198,0
2,2,581,62,56,42052,40286,240,9,10,806.368701,793.215488,0.016312,120.005,1213,1
2,3,591,54,94,38854,42965,300,9,10,1051.618987,864.314453,0.178111,120.010,1,0
2,4,581,95,68,43015,39689,330,9,10,1213.347120,1084.473243,0.106214,120.010,1,0
2,5,583,69,42,39738,44955,226,9,10,1373.803919,1306.656558,0.048877,120.014,1,0
2,7,593,87,32,41965,42361,242,9,10,1098.150583,1026.992374,0.064798,120.255,1,0
2,8,584,32,37,42361,44388,142,9,10,667.484717,534.452968,0.199303,120.003,3639,0
2,9,593,37,23,44388,38294,124,9,10,820.043975,800.967097,0.023263,120.004,13437,0
2,10,591,23,18,38294,42929,86,9,10,1066.598637,1041.514888,0.023518,120.005,34458,0
2,11,588,19,16,43207,29813,74,2,10,981.226361,981.226361,0.000000,6.853,594,1
2,12,584,22,3,34564,36423,54,2,10,557.285634,557.285634,0.000000,1.991,1,0
3,1,583,41,61,40022,43292,208,2,10,725.336824,725.336824,0.000000,79.141,4696,1
3,2,581,52,54,39113,38854,216,2,10,759.369409,759.369409,0.000000,113.159,13641,0
3,3,591,54,95,38854,43015,302,9,10,1218.272303,858.617070,0.295217,120.008,1,0
3,4,581,96,70,43114,39831,336,9,10,1211.273277,1063.969354,0.121611,120.011,1,0
3,5,583,70,42,39831,44955,228,9,10,1472.159381,1316.323020,0.105856,120.003,1,0
3,6,591,42,86,44955,41866,260,9,10,1600.202289,1369.309267,0.144290,120.008,1,0
3,7,593,86,32,41866,42361,240,9,10,1072.595952,980.643157,0.085729,120.020,16,0
3,8,584,32,36,42361,44110,140,9,10,579.376206,509.063547,0.121359,120.002,1597,1
3,9,593,30,23,41624,38294,110,9,10,691.147481,677.388847,0.019907,120.001,38670,1
3,10,591,16,13,39451,38456,62,9,10,933.305390,913.828665,0.020869,120.003,110859,0
3,11,588,14,23,39177,36487,78,2,10,983.896518,983.896518,0.000000,6.852,1153,0
3,12,584,23,3,36487,36423,56,2,5,558.738787,558.738787,0.000000,3.494,1789,0
4,1,583,50,52,44201,39113,208,2,10,725.336824,725.336824,0.000000,83.265,5095,0
4,2,581,52,54,39113,38854,216,9,10,759.369409,754.873200,0.005921,120.005,15243,0
4,3,591,54,96,38854,43114,304,9,6,1265.224721,865.076552,0.316266,120.011,1,0
4,6,591,42,85,44955,41145,258,9,10,1602.424577,1356.220631,0.153645,120.012,1,0
4,7,593,86,38,41247,44847,252,9,10,1172.819287,1057.911715,0.097976,120.007,1,0
4,8,584,38,37,44847,40467,154,9,10,720.623457,549.168746,0.237926,120.003,3239,0
4,9,593,37,16,40467,39451,110,9,10,691.147477,674.232997,0.024473,120.003,52637,0
4,10,591,16,14,39451,39177,64,9,10,933.262598,928.005891,0.005633,120.001,40364,0
4,11,588,15,23,40717,36487,80,2,10,981.126607,981.126607,0.000000,5.081,584,0
5,3,591,54,95,38854,43012,302,9,10,951.882645,874.795333,0.080984,120.007,1,0
5,4,581,95,70,43012,39831,334,9,10,1173.023733,1066.028836,0.091213,120.008,1,0
5,5,583,70,42,39831,44955,228,9,10,1386.182607,1316.827187,0.050033,120.006,1,0
5,6,591,42,86,44955,41247,260,9,10,1619.700658,1359.373942,0.160725,120.013,1,0
5,7,593,86,37,41247,43307,250,9,10,1157.542219,1060.341064,0.083972,120.008,9,0
5,8,584,37,37,43307,40467,152,9,10,629.365208,541.306423,0.139917,120.035,2310,1
5,9,593,39,16,44535,39451,114,2,10,727.242376,727.242376,0.000000,39.371,7727,0
5,10,591,16,15,39451,40717,66,9,10,930.492678,913.437738,0.018329,120.002,86063,0
5,11,588,16,23,41546,36487,82,2,10,983.992622,983.992622,0.000000,7.842,1248,0
6,7,593,86,35,41247,39239,246,9,10,1100.552014,1009.448298,0.082780,120.008,1,0
6,8,584,35,38,39239,43706,150,9,10,767.489736,532.266825,0.306483,120.003,1265,1
6,9,593,37,16,44179,39451,110,2,10,711.404778,711.404778,0.000000,19.409,5056,0
6,10,591,16,16,39451,41546,68,9,10,933.358656,907.948512,0.027224,120.002,64275,0
6,11,588,17,23,41986,36487,84,2,10,980.646676,980.646676,0.000000,21.605,2247,0
7,7,593,86,36,41247,38766,248,9,10,1104.101101,1016.162853,0.079647,120.007,1,0
7,8,584,36,36,38766,43739,148,9,10,599.394236,528.819310,0.117744,120.011,1029,0
7,9,593,36,16,43739,39451,108,2,10,693.967887,693.967887,0.000000,10.060,1152,0
7,10,591,16,17,39451,41986,70,9,10,932.900146,918.274025,0.015678,120.002,84304,0
