pass,boundary,port_ex,left_stations,right_stations,load_left,load_right,n_nodes,status,solcount,obj,bound,gap,runtime,nodes,changed
1,1,581,87,58,43418,43833,294,9,10,1271.124720,1145.918120,0.098501,240.009,1,0
1,2,591,58,111,43833,43366,342,9,10,1314.377728,1095.488509,0.166534,240.014,1,0
1,3,591,111,43,43366,42365,312,9,9,1507.449225,1068.816156,0.290977,240.019,1,0
1,4,593,43,18,42365,42413,126,9,10,606.885986,547.686660,0.097546,240.003,12295,0
1,5,593,19,32,44427,41146,106,9,10,462.568070,425.412052,0.080326,240.003,8102,1
1,6,584,30,8,40723,43286,80,9,10,468.466330,418.741045,0.106145,240.004,68250,1
1,7,584,9,37,44111,37457,96,9,10,448.686920,409.054898,0.088329,240.003,19222,1
1,8,584,13,20,44695,43796,70,2,4,433.426961,433.426961,0.000000,2.051,489,0
1,9,588,20,37,43796,40980,118,9,10,526.416088,522.012492,0.008365,240.004,26663,0
1,10,588,37,41,40980,43652,160,9,10,564.691285,516.818233,0.084777,240.005,129,1
1,11,583,49,59,39739,43785,220,9,10,592.344685,548.156069,0.074599,240.007,1,1
1,12,583,54,28,43568,16554,168,9,10,584.816778,559.811077,0.042758,240.003,1249,1
2,1,581,87,58,43418,43833,294,9,10,1351.051564,1149.791609,0.148965,240.012,1,0
2,3,591,111,43,43366,42365,312,9,9,1458.600255,1075.772057,0.262463,240.008,1,0
2,4,593,43,21,42365,44850,132,9,10,604.839593,551.623951,0.087983,240.003,3577,0
2,5,593,21,29,44850,39898,104,9,10,457.921697,438.677684,0.042025,240.003,16918,0
2,6,584,29,33,39898,36873,128,9,10,511.163375,469.731371,0.081054,240.004,4230,0
2,7,584,33,13,36873,44695,96,9,10,461.302505,410.000579,0.111211,240.003,15636,0
2,8,584,13,19,44695,41396,68,2,4,429.265785,429.265785,0.000000,3.816,1153,0
2,9,588,19,29,41396,44893,100,2,10,497.001202,497.001202,0.000000,117.223,32945,0
2,10,588,29,54,44893,39956,170,9,10,554.637719,520.520301,0.061513,240.004,1183,1
2,11,583,41,27,44362,15670,140,9,10,449.925766,412.393045,0.083420,240.011,1471,0
2,12,583,27,55,15670,44452,168,9,10,584.816779,560.300442,0.041921,240.015,1279,0
3,6,584,29,34,39898,39273,130,9,10,514.166832,492.599563,0.041946,240.005,10830,0
3,7,584,34,13,39273,44695,98,9,10,453.730065,418.203256,0.078299,240.003,9520,0
3,9,588,19,42,41396,40487,126,2,10,529.020875,529.020875,0.000000,41.776,4903,0
3,10,588,42,41,40487,44362,170,9,10,563.933925,519.356476,0.079047,240.011,1566,0
