pass,boundary,port_ex,left_stations,right_stations,load_left,load_right,n_nodes,status,solcount,obj,bound,gap,runtime,nodes,changed
1,1,583,35,63,43347,43548,200,9,10,775.269130,733.662434,0.053667,120.005,115,0
1,2,581,63,88,43548,43825,306,9,10,1341.989286,1112.690728,0.170865,120.010,1,0
1,3,591,88,32,43825,38138,244,9,10,1132.116147,1047.991570,0.074307,120.010,1,0
1,4,593,33,47,38728,42335,164,9,10,705.783894,646.897642,0.083434,120.006,382,1
1,5,591,30,84,41021,43299,232,9,10,954.463090,906.451641,0.050302,120.011,1,0
1,6,581,84,79,43299,43889,330,9,10,1239.543491,1020.581200,0.176648,120.016,1,0
1,7,583,80,48,44535,43418,260,9,10,983.482638,889.023674,0.096045,120.005,1,0
1,8,588,48,4,43418,41179,108,9,10,683.551430,596.417745,0.127472,120.007,1656,0
1,9,584,4,23,41179,43412,58,2,10,543.823389,543.823389,0.000000,20.025,10522,0
1,10,593,23,23,43412,43774,96,2,10,402.437950,402.437950,0.000000,9.183,258,1
1,11,593,20,42,43883,43750,128,9,10,522.780626,491.721740,0.059411,120.004,2895,0
1,12,588,42,10,43750,13213,108,2,10,518.827647,518.827647,0.000000,51.589,1498,1
2,1,583,36,62,43695,42902,200,9,10,775.788141,717.879651,0.074645,120.006,371,0
2,2,581,62,88,42902,43825,304,9,10,1320.394420,1111.351235,0.158319,120.010,1,0
2,3,591,88,50,43825,40042,280,9,10,1152.512058,1072.256930,0.069635,120.038,1,0
2,4,593,50,30,40042,41021,164,9,10,705.783889,675.326845,0.043153,120.006,1100,0
2,5,591,30,84,41021,43299,232,9,10,949.413884,927.309384,0.023282,120.007,1540,0
2,6,581,84,80,43299,44535,332,9,10,1192.055053,1018.369113,0.145703,120.012,1,0
2,9,584,4,26,41179,43303,64,2,10,546.152839,546.152839,0.000000,23.988,4827,0
2,10,593,26,20,43303,43883,96,2,10,402.437950,402.437950,0.000000,16.495,2564,0
2,11,593,20,24,43883,28172,92,2,10,432.260748,432.260748,0.000000,17.834,2740,0
2,12,588,24,28,28172,28791,108,2,10,518.827646,518.827646,0.000000,48.553,3375,0
